분류가능 pair,관계전환 pair,전환 pair 비율(%),전환 pair 의 선적,전환 pair 의 금액($B),전체 분류가능 금액 대비(%),전환 건수 합,within→arms,arms→within
246313,160,0.06495800059274176,12140,6.83900824,1.0318984793045458,171,61,110
